,"{instance=""52.152.206.214:443"",job=""kubernetes-apiservers""}"
2023-12-20 23:08:54,0.7983555555555557
2023-12-20 23:09:54,2.4944444444444445
2023-12-20 23:10:54,4.424666666666679
2023-12-20 23:11:54,3.8631111111111145
2023-12-20 23:12:54,2.952000000000003
2023-12-20 23:13:54,0.720444444444446
2023-12-20 23:14:54,1.2395555555555295
2023-12-20 23:15:54,0.6128888888888873
2023-12-20 23:16:54,0.3562222222221963
2023-12-20 23:17:54,0.48444444444446866
2023-12-20 23:18:54,0.5446666666666715
2023-12-20 23:19:54,0.379777777777781
2023-12-20 23:20:54,0.9251111111110932
2023-12-20 23:21:54,0.3646666666666634
2023-12-20 23:22:54,0.4675555555554941
2023-12-20 23:23:54,2.1459999999999932
2023-12-20 23:24:54,4.305333333333288
2023-12-20 23:25:54,1.3326666666666116
2023-12-20 23:26:54,1.0704444444444055
2023-12-20 23:27:54,0.4544444444444606
2023-12-20 23:28:54,0.6415555555555329
2023-12-20 23:29:54,0.21333333333330098
2023-12-20 23:30:54,0.280888888888876
2023-12-20 23:31:54,0.20222222222218988
2023-12-20 23:32:54,0.38088888888887595
2023-12-20 23:33:54,0.48999999999998384
2023-12-20 23:34:54,0.36333333333338186
2023-12-20 23:35:54,0.7668888888889341
2023-12-20 23:36:54,0.3384444444444347
2023-12-20 23:37:54,0.24755555555554262
2023-12-20 23:38:54,0.2762222222222287
2023-12-20 23:39:54,0.2635789847986617
2023-12-20 23:40:54,0.21600000000002587
2023-12-20 23:41:54,0.2482222222221834
2023-12-20 23:42:54,0.21866666666666987
2023-12-20 23:43:54,0.3462222222221802
