,"{container=""discovery""}"
2023-12-21 06:49:50,1.0
2023-12-21 06:50:50,5.0
2023-12-21 06:51:50,9.0
2023-12-21 06:52:50,11.0
2023-12-21 06:53:50,12.0
2023-12-21 06:54:50,12.0
2023-12-21 06:55:50,12.0
2023-12-21 06:56:50,8.0
2023-12-21 06:57:50,10.0
2023-12-21 06:58:50,8.0
2023-12-21 06:59:50,8.0
2023-12-21 07:00:50,7.0
2023-12-21 07:01:50,6.0
2023-12-21 07:02:50,6.0
2023-12-21 07:03:50,6.0
2023-12-21 07:04:50,1.0
2023-12-21 07:05:50,4.0
2023-12-21 07:06:50,9.0
