,"{instance=""52.186.45.168:443"",job=""kubernetes-apiservers""}"
2023-12-21 06:49:50,5.483319296
2023-12-21 06:50:50,5.487685632
2023-12-21 06:51:50,6.225559552
2023-12-21 06:52:50,8.105115648
2023-12-21 06:53:50,9.512841216
2023-12-21 06:54:50,10.063536128
2023-12-21 06:55:50,10.55744
2023-12-21 06:56:50,10.600259584
2023-12-21 06:57:50,10.550009856
2023-12-21 06:58:50,10.497138688
2023-12-21 06:59:50,10.037055488
2023-12-21 07:00:50,10.438680576
2023-12-21 07:01:50,10.051919872
2023-12-21 07:02:50,9.8895872
2023-12-21 07:03:50,10.009874432
2023-12-21 07:04:50,9.15122176
2023-12-21 07:05:50,9.212125184
2023-12-21 07:06:50,8.302915584
