,"{container=""istio-proxy""}"
2023-12-21 04:18:29,0.056201216
2023-12-21 04:19:29,0.059097088
2023-12-21 04:20:29,0.060850176
2023-12-21 04:21:29,0.062652416
2023-12-21 04:22:29,0.06270976
2023-12-21 04:23:29,0.062898176
2023-12-21 04:24:29,0.062803968
2023-12-21 04:25:29,0.062840832
2023-12-21 04:26:29,0.063275008
2023-12-21 04:27:29,0.063369216
2023-12-21 04:28:29,0.063582208
2023-12-21 04:29:29,0.063438848
2023-12-21 04:30:29,0.065298432
2023-12-21 04:31:29,0.069578752
2023-12-21 04:32:29,0.06965248
2023-12-21 04:33:29,0.071315456
2023-12-21 04:34:29,0.072019968
2023-12-21 04:35:29,0.072462336
2023-12-21 04:36:29,0.075198464
2023-12-21 04:37:29,0.078614528
2023-12-21 04:38:29,0.078761984
2023-12-21 04:39:29,0.078823424
2023-12-21 04:40:29,0.080183296
2023-12-21 04:41:29,0.080355328
2023-12-21 04:42:29,0.080515072
2023-12-21 04:43:29,0.207532032
2023-12-21 04:44:29,0.20877312
2023-12-21 04:45:29,0.210399232
2023-12-21 04:46:29,0.210604032
2023-12-21 04:47:29,0.210857984
2023-12-21 04:48:29,0.209334272
2023-12-21 04:49:29,0.222367744
2023-12-21 04:50:29,0.21327872
2023-12-21 04:51:29,0.213307392
2023-12-21 04:52:29,0.208429056
2023-12-21 04:53:29,0.208642048
2023-12-21 04:54:29,0.208543744
