,"{container=""discovery""}"
2023-12-21 19:39:18,0.192909312
2023-12-21 19:40:18,1.701564416
2023-12-21 19:41:18,3.637891072
2023-12-21 19:42:18,6.815227904
2023-12-21 19:43:18,8.890642432
2023-12-21 19:44:18,10.140626944
2023-12-21 19:45:18,11.496513536
2023-12-21 19:46:18,12.314333184
2023-12-21 19:47:18,13.439578112
2023-12-21 19:48:18,14.44409344
2023-12-21 19:49:18,15.651454976
2023-12-21 19:50:18,16.73170944
2023-12-21 19:51:18,16.862814208
2023-12-21 19:52:18,16.92657664
2023-12-21 19:53:18,16.965738496
2023-12-21 19:54:18,16.961531904
2023-12-21 19:55:18,17.742241792
2023-12-21 19:56:18,19.022209024
2023-12-21 19:57:18,19.75535616
2023-12-21 19:58:18,19.992662016
2023-12-21 19:59:18,20.05262336
2023-12-21 20:00:18,20.055998464
2023-12-21 20:01:18,20.055814144
2023-12-21 20:02:18,20.056530944
2023-12-21 20:03:18,20.056489984
2023-12-21 20:04:18,19.955654656
2023-12-21 20:05:18,19.9549952
2023-12-21 20:06:18,20.050857984
2023-12-21 20:07:18,20.055023616
2023-12-21 20:08:18,20.05630976
2023-12-21 20:09:18,20.057530368
2023-12-21 20:10:18,19.854802944
2023-12-21 20:11:18,19.939852288
2023-12-21 20:12:18,19.942572032
2023-12-21 20:13:18,19.942912
