,"{name=""APIServiceRegistrationController""}","{name=""AvailableConditionController""}","{name=""DiscoveryController""}","{name=""DynamicCABundle-aggregator-proxy-cert""}","{name=""DynamicCABundle-client-ca-bundle""}","{name=""DynamicCABundle-request-header""}","{name=""DynamicCABundle-serving-cert""}","{name=""DynamicClientCertificate""}","{name=""DynamicServingCertificateController""}","{name=""admission_quota_controller""}","{name=""autoregister""}","{name=""cluster_authentication_trust_controller""}","{name=""crdEstablishing""}","{name=""crd_autoregistration_controller""}","{name=""crd_finalizer""}","{name=""crd_naming_condition_controller""}","{name=""crd_openapi_controller""}","{name=""crd_openapi_v3_controller""}","{name=""discovery-manager""}","{name=""kubernetes_api_approval_conformant_condition_controller""}","{name=""legacy_token_tracking_controller""}","{name=""non_structural_schema_condition_controller""}","{name=""open_api_aggregation_controller""}","{name=""open_api_v3_aggregation_controller""}","{name=""priority_and_fairness_config_queue""}"
2023-12-21 19:39:18,0.0,0.9023850000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.027345,0.0,0.0,0.027345,0.0,0.0,0.0,0.0,0.0,0.0,0.027345,0.0,0.0,0.0,1.6407,2.51574,0.0
2023-12-21 19:40:18,0.0,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.02222222222222222,8.622222222222222,0.0,0.02222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.02222222222222222,0.0,0.0,0.0,2.022222222222222,3.066666666666667,0.0
2023-12-21 19:41:18,0.0,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.02222222222222222,12.555555555555554,0.0,0.02222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.02222222222222222,0.0,0.0,0.0,1.8888888888888888,3.0,0.0
2023-12-21 19:42:18,0.7333333333333333,0.7777777777777778,0.711111111111111,0.0,0.0,0.0,0.0,0.04444444444444444,0.02222222222222222,29.8,1.5333333333333334,0.02222222222222222,0.0,0.8,0.0,0.5555555555555555,0.5555555555555555,0.5555555555555555,0.04444444444444444,0.5555555555555555,0.0,0.5555555555555555,2.022222222222222,3.066666666666667,0.0
2023-12-21 19:43:18,0.0,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.02222222222222222,13.466666666666667,0.0,0.02222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.02222222222222222,0.0,0.0,0.0,1.9777777777777776,3.066666666666667,0.0
2023-12-21 19:44:18,0.0,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.02222222222222222,0.0,0.0,0.02222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.02222222222222222,0.0,0.0,0.0,2.022222222222222,3.066666666666667,0.0
2023-12-21 19:45:18,0.0,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.02222222222222222,0.0,0.0,0.02222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.02222222222222222,0.0,0.0,0.0,2.022222222222222,3.066666666666667,0.0
2023-12-21 19:46:18,0.0,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.02222222222222222,0.0,0.0,0.02222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.02222222222222222,0.0,0.0,0.0,2.022222222222222,3.0,0.0
2023-12-21 19:47:18,0.7333333333333333,0.7333333333333333,0.7777777777777778,0.0,0.0,0.0,0.0,0.04444444444444444,0.02222222222222222,0.0,1.4666666666666666,0.02222222222222222,0.0,0.8222222222222222,0.0,0.5555555555555555,0.5555555555555555,0.5555555555555555,0.04444444444444444,0.5555555555555555,0.0,0.5555555555555555,2.022222222222222,3.066666666666667,0.0
2023-12-21 19:48:18,0.0,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.02222222222222222,0.0,0.0,0.02222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.02222222222222222,0.0,0.0,0.0,2.022222222222222,3.066666666666667,0.0
