,"{container=""istio-proxy""}"
2023-12-21 19:40:18,0.058793984
2023-12-21 19:41:18,0.061714432
2023-12-21 19:42:18,0.065409024
2023-12-21 19:43:18,0.065921024
2023-12-21 19:44:18,0.068509696
2023-12-21 19:45:18,0.069709824
2023-12-21 19:46:18,0.074002432
2023-12-21 19:47:18,0.07489536
2023-12-21 19:48:18,0.075358208
2023-12-21 19:49:18,0.07624704
2023-12-21 19:50:18,0.082460672
2023-12-21 19:51:18,0.08585216
2023-12-21 19:52:18,0.086061056
2023-12-21 19:53:18,0.08861696
2023-12-21 19:54:18,0.092614656
2023-12-21 19:55:18,0.094527488
2023-12-21 19:56:18,0.0945152
2023-12-21 19:57:18,0.093872128
2023-12-21 19:58:18,0.09295872
2023-12-21 19:59:18,0.092839936
2023-12-21 20:00:18,0.093958144
2023-12-21 20:01:18,0.096055296
2023-12-21 20:02:18,0.096055296
2023-12-21 20:03:18,0.10203136
2023-12-21 20:04:18,0.102187008
2023-12-21 20:05:18,0.099864576
2023-12-21 20:06:18,0.102940672
2023-12-21 20:07:18,0.104296448
2023-12-21 20:08:18,0.104378368
2023-12-21 20:09:18,0.10622976
2023-12-21 20:10:18,0.108392448
2023-12-21 20:11:18,0.108478464
2023-12-21 20:12:18,0.107790336
2023-12-21 20:13:18,0.108044288
