,"{instance=""52.186.45.168:443"",job=""kubernetes-apiservers""}"
2023-12-21 19:39:18,4.118974464
2023-12-21 19:40:18,4.85337088
2023-12-21 19:41:18,6.0151808
2023-12-21 19:42:18,7.716401152
2023-12-21 19:43:18,8.26241024
2023-12-21 19:44:18,7.978512384
2023-12-21 19:45:18,7.430320128
2023-12-21 19:46:18,8.085614592
2023-12-21 19:47:18,8.17840128
2023-12-21 19:48:18,8.372256768
2023-12-21 19:49:18,8.568180736
2023-12-21 19:50:18,7.545995264
2023-12-21 19:51:18,7.569154048
2023-12-21 19:52:18,7.648075776
2023-12-21 19:53:18,7.780114432
2023-12-21 19:54:18,7.757402112
2023-12-21 19:55:18,8.545005568
2023-12-21 19:56:18,8.045707264
2023-12-21 19:57:18,7.8247936
2023-12-21 19:58:18,7.989968896
2023-12-21 19:59:18,7.992672256
2023-12-21 20:00:18,7.919386624
2023-12-21 20:01:18,8.03588096
2023-12-21 20:02:18,8.41668608
2023-12-21 20:03:18,8.41668608
2023-12-21 20:04:18,7.977598976
2023-12-21 20:05:18,8.029741056
2023-12-21 20:06:18,6.736187392
2023-12-21 20:07:18,6.748053504
2023-12-21 20:08:18,6.7441664
2023-12-21 20:09:18,6.744707072
2023-12-21 20:10:18,6.744707072
2023-12-21 20:11:18,6.78172672
2023-12-21 20:12:18,6.817681408
2023-12-21 20:13:18,6.817681408
