,{}
2023-08-26 00:08:30,100.0
2023-08-26 00:09:30,100.00000000000001
2023-08-26 00:10:30,100.0
2023-08-26 00:11:30,99.99999999999999
2023-08-26 00:12:30,100.0
2023-08-26 00:13:30,100.0
2023-08-26 00:14:30,100.0
2023-08-26 00:15:30,100.0
2023-08-26 00:16:30,100.0
2023-08-26 00:17:30,100.0
2023-08-26 00:18:30,100.0
2023-08-26 00:19:30,100.0
2023-08-26 00:20:30,100.0
2023-08-26 00:21:30,100.0
2023-08-26 00:22:30,100.0
2023-08-26 00:23:30,100.0
2023-08-26 00:24:30,100.0
2023-08-26 00:25:30,100.0
2023-08-26 00:26:30,100.00000000000001
2023-08-26 00:27:30,100.0
2023-08-26 00:28:30,100.0
