,"{instance=""52.186.90.120:443"",job=""kubernetes-apiservers""}"
2023-08-26 00:08:30,1048.6784
2023-08-26 00:09:30,1100.84096
2023-08-26 00:10:30,1101.111296
2023-08-26 00:11:30,962.121728
2023-08-26 00:12:30,962.121728
2023-08-26 00:13:30,994.299904
2023-08-26 00:14:30,1519.099904
2023-08-26 00:15:30,1519.099904
2023-08-26 00:16:30,1178.263552
2023-08-26 00:17:30,1178.263552
2023-08-26 00:18:30,1182.560256
2023-08-26 00:19:30,1182.560256
2023-08-26 00:20:30,1086.840832
2023-08-26 00:21:30,1086.840832
2023-08-26 00:22:30,1086.840832
2023-08-26 00:23:30,1087.111168
2023-08-26 00:24:30,1093.873664
2023-08-26 00:25:30,1093.873664
2023-08-26 00:26:30,1093.873664
2023-08-26 00:27:30,1093.873664
2023-08-26 00:28:30,1062.383616
