,"{instance=""52.186.90.120:443"",job=""kubernetes-apiservers""}"
2023-08-26 01:35:39,1195.864064
2023-08-26 01:36:39,1195.864064
2023-08-26 01:37:39,1094.18496
2023-08-26 01:38:39,1094.18496
2023-08-26 01:39:39,1094.18496
2023-08-26 01:40:39,1094.18496
2023-08-26 01:41:39,1331.724288
2023-08-26 01:42:39,1331.724288
2023-08-26 01:43:39,1225.752576
2023-08-26 01:44:39,1225.752576
2023-08-26 01:45:39,1078.882304
2023-08-26 01:46:39,1079.41888
2023-08-26 01:47:39,1079.41888
2023-08-26 01:48:39,1081.97888
2023-08-26 01:49:39,1106.567168
2023-08-26 01:50:39,1106.837504
2023-08-26 01:51:39,1084.223488
2023-08-26 01:52:39,1084.223488
2023-08-26 01:53:39,1087.995904
2023-08-26 01:54:39,1088.536576
2023-08-26 01:55:39,1088.536576
