,"{container=""coredns""}"
2023-12-21 16:55:55,0.089849856
2023-12-21 16:56:55,0.090312704
2023-12-21 16:57:55,0.096739328
2023-12-21 16:58:55,0.096882688
2023-12-21 16:59:55,0.098156544
2023-12-21 17:00:55,0.100360192
2023-12-21 17:01:55,0.099917824
2023-12-21 17:02:55,0.102473728
2023-12-21 17:03:55,0.101982208
2023-12-21 17:04:55,0.10297344
2023-12-21 17:05:55,0.103440384
2023-12-21 17:06:55,0.10307584
2023-12-21 17:07:55,0.103989248
2023-12-21 17:08:55,0.101568512
2023-12-21 17:09:55,0.102653952
2023-12-21 17:10:55,0.101900288
2023-12-21 17:11:55,0.101441536
2023-12-21 17:12:55,0.10313728
2023-12-21 17:13:55,0.100892672
2023-12-21 17:14:55,0.102576128
2023-12-21 17:15:55,0.103424
2023-12-21 17:16:55,0.102764544
2023-12-21 17:17:55,0.104054784
2023-12-21 17:18:55,0.103378944
2023-12-21 17:19:55,0.103436288
2023-12-21 17:20:55,0.103063552
2023-12-21 17:21:55,0.100499456
