,"{container=""discovery""}"
2023-12-21 16:55:55,0.204210176
2023-12-21 16:56:55,0.787038208
2023-12-21 16:57:55,3.095175168
2023-12-21 16:58:55,5.840584704
2023-12-21 16:59:55,6.891876352
2023-12-21 17:00:55,7.9489024
2023-12-21 17:01:55,9.028026368
2023-12-21 17:02:55,9.915531264
2023-12-21 17:03:55,10.953326592
2023-12-21 17:04:55,11.047149568
2023-12-21 17:05:55,11.085041664
2023-12-21 17:06:55,11.085111296
2023-12-21 17:07:55,11.085651968
2023-12-21 17:08:55,11.08570112
2023-12-21 17:09:55,11.119665152
2023-12-21 17:10:55,11.130847232
2023-12-21 17:11:55,11.202048
2023-12-21 17:12:55,11.201462272
2023-12-21 17:13:55,11.208122368
2023-12-21 17:14:55,11.25050368
2023-12-21 17:15:55,11.264376832
2023-12-21 17:16:55,11.26459392
2023-12-21 17:17:55,11.264434176
2023-12-21 17:18:55,11.28357888
2023-12-21 17:19:55,11.33058048
2023-12-21 17:20:55,11.330719744
2023-12-21 17:21:55,11.33010944
