,"{container=""istio-proxy""}"
2023-12-21 16:56:55,0.055160832
2023-12-21 16:57:55,0.06191104
2023-12-21 16:58:55,0.067289088
2023-12-21 16:59:55,0.068702208
2023-12-21 17:00:55,0.070832128
2023-12-21 17:01:55,0.074493952
2023-12-21 17:02:55,0.076791808
2023-12-21 17:03:55,0.076877824
2023-12-21 17:04:55,0.084000768
2023-12-21 17:05:55,0.08472576
2023-12-21 17:06:55,0.089284608
2023-12-21 17:07:55,0.089669632
2023-12-21 17:08:55,0.089608192
2023-12-21 17:09:55,0.09422848
2023-12-21 17:10:55,0.097107968
2023-12-21 17:11:55,0.09719808
2023-12-21 17:12:55,0.099663872
2023-12-21 17:13:55,0.099741696
2023-12-21 17:14:55,0.09988096
2023-12-21 17:15:55,0.103723008
2023-12-21 17:16:55,0.104742912
2023-12-21 17:17:55,0.106131456
2023-12-21 17:18:55,0.106225664
2023-12-21 17:19:55,0.106336256
2023-12-21 17:20:55,0.107532288
2023-12-21 17:21:55,0.108507136
