,"{container=""istio-proxy""}"
2023-12-21 05:58:42,0.0574464
2023-12-21 05:59:42,0.061456384
2023-12-21 06:00:42,0.062038016
2023-12-21 06:01:42,0.06209536
2023-12-21 06:02:42,0.06213632
2023-12-21 06:03:42,0.0621568
2023-12-21 06:04:42,0.062169088
2023-12-21 06:05:42,0.06217728
2023-12-21 06:06:42,0.062205952
2023-12-21 06:07:42,0.062214144
2023-12-21 06:08:42,0.062398464
2023-12-21 06:09:42,0.062758912
2023-12-21 06:10:42,0.062947328
2023-12-21 06:11:42,0.065327104
2023-12-21 06:12:42,0.06572032
2023-12-21 06:13:42,0.065892352
2023-12-21 06:14:42,0.066117632
2023-12-21 06:15:42,0.189898752
2023-12-21 06:16:42,0.19245056
2023-12-21 06:17:42,0.19111936
2023-12-21 06:18:42,0.187150336
2023-12-21 06:19:42,0.182288384
2023-12-21 06:20:42,0.186892288
2023-12-21 06:21:42,0.187117568
2023-12-21 06:22:42,0.184864768
2023-12-21 06:23:42,0.191238144
2023-12-21 06:24:42,0.191066112
