,{}
2023-12-21 05:57:42,35.56034482758621
2023-12-21 05:58:42,6.3440917014420775
2023-12-21 05:59:42,1.7857142857142854
2023-12-21 06:00:42,2.049651029242866
2023-12-21 06:01:42,1.9263204616067473
2023-12-21 06:02:42,2.8333591851507163
2023-12-21 06:03:42,1.5625953732527627
2023-12-21 06:04:42,1.6583504549456998
2023-12-21 06:05:42,1.8151938447747822
2023-12-21 06:06:42,1.191555497992488
2023-12-21 06:07:42,1.4004767580452917
2023-12-21 06:08:42,0.1612903225806451
2023-12-21 06:09:42,0.6414825374198145
2023-12-21 06:10:42,0.17754105636928535
2023-12-21 06:11:42,0.25388765471278946
2023-12-21 06:12:42,1.3698630136986296
2023-12-21 06:13:42,0.0
2023-12-21 06:14:42,0.0
2023-12-21 06:15:42,0.0
2023-12-21 06:16:42,0.0
2023-12-21 06:17:42,3.708133971291866
2023-12-21 06:18:42,0.4377736085053158
2023-12-21 06:19:42,0.3393116820164806
2023-12-21 06:20:42,0.0
2023-12-21 06:21:42,1.220865704772475
2023-12-21 06:22:42,0.05605381165919281
2023-12-21 06:23:42,0.0
2023-12-21 06:24:42,0.0
