,"{container=""coredns""}"
2023-12-21 18:14:30,0.08630272
2023-12-21 18:15:30,0.089280512
2023-12-21 18:16:30,0.092819456
2023-12-21 18:17:30,0.091205632
2023-12-21 18:18:30,0.094277632
2023-12-21 18:19:30,0.0963584
2023-12-21 18:20:30,0.095596544
2023-12-21 18:21:30,0.098271232
2023-12-21 18:22:30,0.09914368
2023-12-21 18:23:30,0.096350208
2023-12-21 18:24:30,0.098271232
2023-12-21 18:25:30,0.097746944
2023-12-21 18:26:30,0.094334976
2023-12-21 18:27:30,0.095002624
2023-12-21 18:28:30,0.096387072
2023-12-21 18:29:30,0.096731136
2023-12-21 18:30:30,0.096759808
2023-12-21 18:31:30,0.098279424
2023-12-21 18:32:30,0.098758656
2023-12-21 18:33:30,0.100155392
2023-12-21 18:34:30,0.100089856
2023-12-21 18:35:30,0.09771008
2023-12-21 18:36:30,0.098312192
2023-12-21 18:37:30,0.097959936
2023-12-21 18:38:30,0.099479552
2023-12-21 18:39:30,0.099938304
2023-12-21 18:40:30,0.099803136
2023-12-21 18:41:30,0.09984
2023-12-21 18:42:30,0.100143104
2023-12-21 18:43:30,0.098721792
2023-12-21 18:44:30,0.098656256
2023-12-21 18:45:30,0.097296384
