,"{instance=""52.186.45.168:443"",job=""kubernetes-apiservers""}"
2023-12-21 18:14:30,6.83941888
2023-12-21 18:15:30,6.986907648
2023-12-21 18:16:30,6.702874624
2023-12-21 18:17:30,7.912353792
2023-12-21 18:18:30,7.994867712
2023-12-21 18:19:30,7.549739008
2023-12-21 18:20:30,7.63705344
2023-12-21 18:21:30,7.943073792
2023-12-21 18:22:30,8.030121984
2023-12-21 18:23:30,8.056373248
2023-12-21 18:24:30,7.302967296
2023-12-21 18:25:30,7.590404096
2023-12-21 18:26:30,7.892041728
2023-12-21 18:27:30,9.224515584
2023-12-21 18:28:30,8.612622336
2023-12-21 18:29:30,8.15767552
2023-12-21 18:30:30,8.281759744
2023-12-21 18:31:30,8.28338176
2023-12-21 18:32:30,7.470911488
2023-12-21 18:33:30,7.47198464
2023-12-21 18:34:30,7.472521216
2023-12-21 18:35:30,7.472521216
2023-12-21 18:36:30,7.251849216
2023-12-21 18:37:30,7.12558592
2023-12-21 18:38:30,7.103500288
2023-12-21 18:39:30,6.818844672
2023-12-21 18:40:30,6.878154752
2023-12-21 18:41:30,6.819311616
2023-12-21 18:42:30,6.820118528
2023-12-21 18:43:30,6.820384768
2023-12-21 18:44:30,6.883622912
2023-12-21 18:45:30,6.885244928
