,{}
2023-12-21 18:14:30,87.22724853645556
2023-12-21 18:15:30,92.88232701630675
2023-12-21 18:16:30,96.15839611481226
2023-12-21 18:17:30,94.95150310259653
2023-12-21 18:18:30,100.0
2023-12-21 18:19:30,99.13759310074481
2023-12-21 18:20:30,98.48637739656913
2023-12-21 18:21:30,99.54407294832826
2023-12-21 18:22:30,99.73808276584597
2023-12-21 18:23:30,91.06434934796972
2023-12-21 18:24:30,99.92277992277992
2023-12-21 18:25:30,99.8616555222504
2023-12-21 18:26:30,96.02395209580838
2023-12-21 18:27:30,93.10499719258841
2023-12-21 18:28:30,99.33797909407666
2023-12-21 18:29:30,99.41151744430432
2023-12-21 18:30:30,95.24485450674237
2023-12-21 18:31:30,98.11151079136691
2023-12-21 18:32:30,99.90714948932218
2023-12-21 18:33:30,99.92887624466572
2023-12-21 18:34:30,98.04088586030666
2023-12-21 18:35:30,98.54497354497354
2023-12-21 18:36:30,99.91589571068124
2023-12-21 18:37:30,100.0
2023-12-21 18:38:30,100.0
2023-12-21 18:39:30,100.0
2023-12-21 18:40:30,96.17137648131268
2023-12-21 18:41:30,97.77365491651204
2023-12-21 18:42:30,98.95502044525216
2023-12-21 18:43:30,99.92076069730587
2023-12-21 18:44:30,99.92912827781716
2023-12-21 18:45:30,99.9016715830875
