,"{resource=""apiServerIPInfo""}","{resource=""certificatesigningrequests.certificates.k8s.io""}","{resource=""ciliumendpoints.cilium.io""}","{resource=""clusterrolebindings.rbac.authorization.k8s.io""}","{resource=""clusterroles.rbac.authorization.k8s.io""}","{resource=""configmaps""}","{resource=""csidrivers.storage.k8s.io""}","{resource=""customresourcedefinitions.apiextensions.k8s.io""}","{resource=""daemonsets.apps""}","{resource=""deployments.apps""}","{resource=""endpoints""}","{resource=""endpointslices.discovery.k8s.io""}","{resource=""events""}","{resource=""leases.coordination.k8s.io""}","{resource=""mutatingwebhookconfigurations.admissionregistration.k8s.io""}","{resource=""namespaces""}","{resource=""nodenetworkconfigs.acn.azure.com""}","{resource=""nodes""}","{resource=""poddisruptionbudgets.policy""}","{resource=""pods""}","{resource=""replicasets.apps""}","{resource=""secrets""}","{resource=""serviceaccounts""}","{resource=""services""}","{resource=""storageclasses.storage.k8s.io""}","{resource=""validatingwebhookconfigurations.admissionregistration.k8s.io""}"
2023-12-21 18:14:30,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,0.2222222222222222,,
2023-12-21 18:15:30,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-21 18:16:30,0.1111111111111111,,,,,,,,,,,,,,0.06666666666666667,,,,,,,,,,,0.06666666666666667
2023-12-21 18:17:30,0.1111111111111111,,,1.5777777777777777,,,,,,,,,,,,,,,,,,,,0.26666666666666666,,
2023-12-21 18:18:30,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-21 18:19:30,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-21 18:20:30,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,0.26666666666666666,,
2023-12-21 18:21:30,0.1111111111111111,,,,1.8666666666666667,0.24444444444444444,,,0.2,0.13333333333333333,0.04444444444444444,,,,0.06666666666666667,0.2,,,0.06666666666666667,56.35555555555555,0.2,0.17777777777777776,,0.04444444444444444,,0.06666666666666667
2023-12-21 18:22:30,0.1111111111111111,,,1.5777777777777777,1.8666666666666667,,,,,,,,,,,,,,,,,,,,,
2023-12-21 18:23:30,95.17777777777776,0.1111111111111111,337.06666666666666,11.044444444444444,11.2,24.08888888888889,0.49321777777777775,1.6666666666666667,22.6,22.133333333333333,4.377777777777777,0.2222222222222222,5285.733333333334,0.04444444444444444,,18.288888888888888,0.06666666666666667,122.86666666666666,6.644444444444444,713.7111111111111,19.555555555555554,21.51111111111111,5.933333333333334,7272.644444444444,2.4,
2023-12-21 18:24:30,0.08888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-21 18:25:30,0.08888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-21 18:26:30,0.08888888888888888,,,,,0.24444444444444444,,,0.2,0.13333333333333333,0.04444444444444444,,,,0.06666666666666667,0.2,,,0.06666666666666667,56.35555555555555,0.2,0.17777777777777776,,0.04444444444444444,,0.06666666666666667
2023-12-21 18:27:30,0.08888888888888888,,,,,0.24444444444444444,,,0.2,0.13333333333333333,0.04444444444444444,,,,,0.2,,22.4,0.06666666666666667,245.24444444444444,0.2,0.17777777777777776,1.2,0.04444444444444444,,
2023-12-21 18:28:30,0.08888888888888888,,,1.5777777777777777,1.8666666666666667,,,,,,,,,,,,,,,,,,,,,
2023-12-21 18:29:30,0.08888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-21 18:30:30,0.08888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-21 18:31:30,0.08888888888888888,,,,,,,,,,,,,,0.06666666666666667,,,,,,,,,,,0.06666666666666667
2023-12-21 18:32:30,0.08888888888888888,,,,1.8666666666666667,,,,,,,,,,,,,,,,,,,,,
2023-12-21 18:33:30,0.08888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-21 18:34:30,0.08888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-21 18:35:30,0.08888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-21 18:36:30,0.08888888888888888,,,,,,,,,,,,207.46666666666667,,0.06666666666666667,,,,,,,,,,,0.06666666666666667
2023-12-21 18:37:30,0.08888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-21 18:38:30,0.08888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-21 18:39:30,0.08888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-21 18:40:30,0.08888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-21 18:41:30,0.08888888888888888,,,,,,,,,,,,,,0.06666666666666667,,,,,,,,,,,0.06666666666666667
2023-12-21 18:42:30,0.08888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-21 18:43:30,0.08888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-21 18:44:30,0.08888888888888888,,,,1.8666666666666667,,,,,,,,,,,,,,,,,,,,,
2023-12-21 18:45:30,0.08888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,
