,"{container=""istio-proxy""}"
2023-12-21 18:15:30,0.056578048
2023-12-21 18:16:30,0.059875328
2023-12-21 18:17:30,0.062926848
2023-12-21 18:18:30,0.06549504
2023-12-21 18:19:30,0.065982464
2023-12-21 18:20:30,0.067825664
2023-12-21 18:21:30,0.071307264
2023-12-21 18:22:30,0.072638464
2023-12-21 18:23:30,0.075051008
2023-12-21 18:24:30,0.080289792
2023-12-21 18:25:30,0.080297984
2023-12-21 18:26:30,0.080297984
2023-12-21 18:27:30,0.080912384
2023-12-21 18:28:30,0.08503296
2023-12-21 18:29:30,0.088109056
2023-12-21 18:30:30,0.088121344
2023-12-21 18:31:30,0.088600576
2023-12-21 18:32:30,0.090701824
2023-12-21 18:33:30,0.090718208
2023-12-21 18:34:30,0.088829952
2023-12-21 18:35:30,0.08882176
2023-12-21 18:36:30,0.088825856
2023-12-21 18:37:30,0.088940544
2023-12-21 18:38:30,0.092778496
2023-12-21 18:39:30,0.09367552
2023-12-21 18:40:30,0.094871552
2023-12-21 18:41:30,0.096768
2023-12-21 18:42:30,0.097570816
2023-12-21 18:43:30,0.097624064
2023-12-21 18:44:30,0.097857536
2023-12-21 18:45:30,0.097099776
