,"{instance=""52.186.90.120:443"",job=""kubernetes-apiservers""}"
2023-08-26 01:13:52,1260.290048
2023-08-26 01:14:52,1277.558784
2023-08-26 01:15:52,1277.558784
2023-08-26 01:16:52,1116.725248
2023-08-26 01:17:52,1116.725248
2023-08-26 01:18:52,1116.995584
2023-08-26 01:19:52,1564.921856
2023-08-26 01:20:52,1564.921856
2023-08-26 01:21:52,1186.009088
2023-08-26 01:22:52,1186.009088
2023-08-26 01:23:52,1188.564992
2023-08-26 01:24:52,1188.835328
2023-08-26 01:25:52,1119.883264
2023-08-26 01:26:52,1119.883264
2023-08-26 01:27:52,1092.984832
2023-08-26 01:28:52,1093.521408
2023-08-26 01:29:52,1093.521408
2023-08-26 01:30:52,1093.521408
2023-08-26 01:31:52,1085.599744
2023-08-26 01:32:52,1086.13632
2023-08-26 01:33:52,1114.226688
