,"{resource=""apiServerIPInfo""}","{resource=""apiservices.apiregistration.k8s.io""}","{resource=""authorizationpolicies.security.istio.io""}","{resource=""certificatesigningrequests.certificates.k8s.io""}","{resource=""clusterrolebindings.rbac.authorization.k8s.io""}","{resource=""clusterroles.rbac.authorization.k8s.io""}","{resource=""configmaps""}","{resource=""controllerrevisions.apps""}","{resource=""cronjobs.batch""}","{resource=""csidrivers.storage.k8s.io""}","{resource=""csinodes.storage.k8s.io""}","{resource=""csistoragecapacities.storage.k8s.io""}","{resource=""customresourcedefinitions.apiextensions.k8s.io""}","{resource=""daemonsets.apps""}","{resource=""deployments.apps""}","{resource=""destinationrules.networking.istio.io""}","{resource=""endpoints""}","{resource=""endpointslices.discovery.k8s.io""}","{resource=""envoyfilters.networking.istio.io""}","{resource=""events""}","{resource=""flowschemas.flowcontrol.apiserver.k8s.io""}","{resource=""gateways.networking.istio.io""}","{resource=""horizontalpodautoscalers.autoscaling""}","{resource=""ingressclasses.networking.k8s.io""}","{resource=""ingresses.networking.k8s.io""}","{resource=""istiooperators.install.istio.io""}","{resource=""jobs.batch""}","{resource=""leases.coordination.k8s.io""}","{resource=""limitranges""}","{resource=""mutatingwebhookconfigurations.admissionregistration.k8s.io""}","{resource=""namespaces""}","{resource=""networkpolicies.networking.k8s.io""}","{resource=""nodes""}","{resource=""peerauthentications.security.istio.io""}","{resource=""persistentvolumeclaims""}","{resource=""persistentvolumes""}","{resource=""poddisruptionbudgets.policy""}","{resource=""pods""}","{resource=""podsecuritypolicies.policy""}","{resource=""podtemplates""}","{resource=""priorityclasses.scheduling.k8s.io""}","{resource=""prioritylevelconfigurations.flowcontrol.apiserver.k8s.io""}","{resource=""proxyconfigs.networking.istio.io""}","{resource=""replicasets.apps""}","{resource=""replicationcontrollers""}","{resource=""requestauthentications.security.istio.io""}","{resource=""resourcequotas""}","{resource=""rolebindings.rbac.authorization.k8s.io""}","{resource=""roles.rbac.authorization.k8s.io""}","{resource=""runtimeclasses.node.k8s.io""}","{resource=""secrets""}","{resource=""serviceaccounts""}","{resource=""serviceentries.networking.istio.io""}","{resource=""services""}","{resource=""sidecars.networking.istio.io""}","{resource=""statefulsets.apps""}","{resource=""storageclasses.storage.k8s.io""}","{resource=""telemetries.telemetry.istio.io""}","{resource=""validatingwebhookconfigurations.admissionregistration.k8s.io""}","{resource=""virtualservices.networking.istio.io""}","{resource=""volumeattachments.storage.k8s.io""}","{resource=""volumesnapshotclasses.snapshot.storage.k8s.io""}","{resource=""volumesnapshotcontents.snapshot.storage.k8s.io""}","{resource=""volumesnapshots.snapshot.storage.k8s.io""}","{resource=""wasmplugins.extensions.istio.io""}","{resource=""workloadentries.networking.istio.io""}","{resource=""workloadgroups.networking.istio.io""}"
2023-08-26 01:13:52,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-26 01:14:52,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-26 01:15:52,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-26 01:16:52,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-26 01:17:52,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-26 01:18:52,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-26 01:19:52,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-26 01:20:52,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-26 01:21:52,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-26 01:22:52,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
