,{}
2023-12-21 07:25:56,0.0
2023-12-21 07:26:56,0.0
2023-12-21 07:27:56,0.0
2023-12-21 07:28:56,0.0
2023-12-21 07:29:56,0.0
2023-12-21 07:30:56,0.0
2023-12-21 07:31:56,0.0
2023-12-21 07:32:56,0.0
2023-12-21 07:33:56,18789.872237799726
2023-12-21 07:34:56,52874.782867397225
2023-12-21 07:35:56,82734.8253007466
2023-12-21 07:36:56,125483.93446761483
2023-12-21 07:37:56,165226.36357340385
2023-12-21 07:38:56,199597.6992087124
2023-12-21 07:39:56,228779.54450270708
2023-12-21 07:40:56,252980.6102166153
2023-12-21 07:41:56,272208.9858382205
2023-12-21 07:42:56,286606.90532736573
2023-12-21 07:43:56,295827.0125874872
2023-12-21 07:44:56,300043.85109927173
2023-12-21 07:45:56,300204.19467351073
2023-12-21 07:46:56,299915.0476020329
2023-12-21 07:47:56,299659.6934991053
2023-12-21 07:48:56,299432.607863505
2023-12-21 07:49:56,299229.1489355418
2023-12-21 07:50:56,299045.9381727866
2023-12-21 07:51:56,298879.8884463477
2023-12-21 07:52:56,298728.8247582925
2023-12-21 07:53:56,298590.651015117
2023-12-21 07:54:56,298463.88080157764
2023-12-21 07:55:56,298347.09289458883
2023-12-21 07:56:56,298239.21174490795
2023-12-21 07:57:56,298139.1258858565
2023-12-21 07:58:56,298045.49773373373
2023-12-21 07:59:56,297959.43760042934
2023-12-21 08:00:56,297878.4733802756
2023-12-21 08:01:56,297803.6096876981
2023-12-21 08:02:56,297772.7042936084
2023-12-21 08:03:56,297969.77862027555
2023-12-21 08:04:56,298411.54176350986
2023-12-21 08:05:56,299139.6778276276
2023-12-21 08:06:56,300066.408968477
2023-12-21 08:07:56,301237.6428477747
2023-12-21 08:08:56,302693.6002887444
2023-12-21 08:09:56,304497.4726344868
2023-12-21 08:10:56,305944.14830784185
2023-12-21 08:11:56,308932.0800718377
2023-12-21 08:12:56,312109.5975617154
2023-12-21 08:13:56,313721.3615173688
2023-12-21 08:14:56,314671.53741162136
2023-12-21 08:15:56,315395.1520498647
2023-12-21 08:16:56,315871.7701888608
2023-12-21 08:17:56,316056.63974226563
2023-12-21 08:18:56,316050.42144217895
2023-12-21 08:19:56,316016.4275242931
2023-12-21 08:20:56,315983.9692991245
2023-12-21 08:21:56,315952.8506773938
2023-12-21 08:22:56,315923.0040012478
2023-12-21 08:23:56,315894.34206399624
2023-12-21 08:24:56,315866.79474238504
2023-12-21 08:25:56,315840.2884033165
2023-12-21 08:26:56,315814.7564887612
2023-12-21 08:27:56,315790.15900859615
