,{}
2023-12-21 18:58:45,100.00000000000001
2023-12-21 18:59:45,94.97272942850368
2023-12-21 19:00:45,91.24846317201296
2023-12-21 19:01:45,81.59166976571214
2023-12-21 19:02:45,83.78053410960638
2023-12-21 19:03:45,97.09623893805309
2023-12-21 19:04:45,99.99999999999999
2023-12-21 19:05:45,99.72209356183417
2023-12-21 19:06:45,100.0
2023-12-21 19:07:45,98.37155963302753
2023-12-21 19:08:45,100.0
2023-12-21 19:09:45,100.0
2023-12-21 19:10:45,97.29729729729729
2023-12-21 19:11:45,98.89786921381337
2023-12-21 19:12:45,99.92283950617285
2023-12-21 19:13:45,99.79064898813678
2023-12-21 19:14:45,100.0
2023-12-21 19:15:45,100.0
2023-12-21 19:16:45,100.0
2023-12-21 19:17:45,100.0
2023-12-21 19:18:45,100.0
2023-12-21 19:19:45,98.26498422712935
2023-12-21 19:20:45,97.43589743589743
2023-12-21 19:21:45,98.53300733496333
2023-12-21 19:22:45,99.9264705882353
2023-12-21 19:23:45,99.78693181818183
2023-12-21 19:24:45,99.91638795986623
2023-12-21 19:25:45,99.92283950617286
2023-12-21 19:26:45,100.0
2023-12-21 19:27:45,100.0
