,"{container=""coredns""}"
2023-12-21 07:24:56,0.06815744
2023-12-21 07:25:56,0.072491008
2023-12-21 07:26:56,0.071090176
2023-12-21 07:27:56,0.071663616
2023-12-21 07:28:56,0.071323648
2023-12-21 07:29:56,0.074297344
2023-12-21 07:30:56,0.074469376
2023-12-21 07:31:56,0.077799424
2023-12-21 07:32:56,0.077692928
2023-12-21 07:33:56,0.078217216
2023-12-21 07:34:56,0.079347712
2023-12-21 07:35:56,0.078614528
2023-12-21 07:36:56,0.079306752
2023-12-21 07:37:56,0.078331904
2023-12-21 07:38:56,0.078516224
2023-12-21 07:39:56,0.076320768
2023-12-21 07:40:56,0.078491648
2023-12-21 07:41:56,0.078319616
2023-12-21 07:42:56,0.078524416
2023-12-21 07:43:56,0.078667776
2023-12-21 07:44:56,0.077881344
2023-12-21 07:45:56,0.0772096
2023-12-21 07:46:56,0.078135296
2023-12-21 07:47:56,0.078589952
2023-12-21 07:48:56,0.078475264
2023-12-21 07:49:56,0.076939264
2023-12-21 07:50:56,0.076648448
2023-12-21 07:51:56,0.077684736
2023-12-21 07:52:56,0.077873152
2023-12-21 07:53:56,0.078585856
2023-12-21 07:54:56,0.078675968
2023-12-21 07:55:56,0.077524992
2023-12-21 07:56:56,0.077000704
2023-12-21 07:57:56,0.079466496
2023-12-21 07:58:56,0.07860224
2023-12-21 07:59:56,0.077533184
2023-12-21 08:00:56,0.078835712
2023-12-21 08:01:56,0.078921728
2023-12-21 08:02:56,0.078385152
2023-12-21 08:03:56,0.076353536
2023-12-21 08:04:56,0.0768
2023-12-21 08:05:56,0.078594048
2023-12-21 08:06:56,0.078753792
2023-12-21 08:07:56,0.07899136
2023-12-21 08:08:56,0.077172736
2023-12-21 08:09:56,0.076959744
2023-12-21 08:10:56,0.079896576
2023-12-21 08:11:56,0.0775168
2023-12-21 08:12:56,0.078139392
2023-12-21 08:13:56,0.07806976
2023-12-21 08:14:56,0.077737984
2023-12-21 08:15:56,0.079376384
2023-12-21 08:16:56,0.0787456
2023-12-21 08:17:56,0.07921664
2023-12-21 08:18:56,0.077594624
2023-12-21 08:19:56,0.079581184
2023-12-21 08:20:56,0.07815168
2023-12-21 08:21:56,0.079294464
2023-12-21 08:22:56,0.079458304
2023-12-21 08:23:56,0.076873728
2023-12-21 08:24:56,0.080007168
2023-12-21 08:25:56,0.077979648
2023-12-21 08:26:56,0.07870464
2023-12-21 08:27:56,0.079101952
