,"{instance=""52.186.90.120:443"",job=""kubernetes-apiservers""}"
2023-08-26 00:52:04,0.1566666666660846
2023-08-26 00:53:04,0.07066666666651145
2023-08-26 00:54:04,0.11133333333418705
2023-08-26 00:55:04,0.071333333333799
2023-08-26 00:56:04,0.06999999999922389
2023-08-26 00:57:04,0.07333333333372138
2023-08-26 00:58:04,0.1046666666661622
2023-08-26 00:59:04,0.07266666666643383
2023-08-26 01:00:04,0.09800000000007761
2023-08-26 01:01:04,0.0740000000000388
2023-08-26 01:02:04,0.09266666666662786
2023-08-26 01:03:04,0.07666666666724874
2023-08-26 01:04:04,0.1
2023-08-26 01:05:04,0.07133333333282886
2023-08-26 01:06:04,0.10266666666720994
2023-08-26 01:07:04,0.06799999999930151
2023-08-26 01:08:04,0.10133333333360497
2023-08-26 01:09:04,0.071333333333799
2023-08-26 01:10:04,0.0953333333338378
2023-08-26 01:11:04,0.06800000000027163
2023-08-26 01:12:04,0.09666666666647264
