,"{instance=""52.186.90.120:443"",job=""kubernetes-apiservers""}"
2023-08-26 00:52:04,1184.89088
2023-08-26 00:53:04,1177.739264
2023-08-26 00:54:04,1177.739264
2023-08-26 00:55:04,1096.507392
2023-08-26 00:56:04,1096.507392
2023-08-26 00:57:04,1080.500224
2023-08-26 00:58:04,1555.398656
2023-08-26 00:59:04,1555.398656
2023-08-26 01:00:04,1161.433088
2023-08-26 01:01:04,1161.433088
2023-08-26 01:02:04,1148.203008
2023-08-26 01:03:04,1148.203008
2023-08-26 01:04:04,1201.549312
2023-08-26 01:05:04,1201.819648
2023-08-26 01:06:04,1194.573824
2023-08-26 01:07:04,1194.573824
2023-08-26 01:08:04,1194.84416
2023-08-26 01:09:04,1194.84416
2023-08-26 01:10:04,1194.84416
2023-08-26 01:11:04,1194.84416
2023-08-26 01:12:04,1150.251008
