,"{instance=""52.152.206.214:443"",job=""kubernetes-apiservers""}"
2023-12-20 22:22:17,2.811486208
2023-12-20 22:23:17,3.237347328
2023-12-20 22:24:17,4.296552448
2023-12-20 22:25:17,5.764517888
2023-12-20 22:26:17,4.802166784
2023-12-20 22:27:17,4.49712128
2023-12-20 22:28:17,4.690567168
2023-12-20 22:29:17,4.705165312
2023-12-20 22:30:17,4.705435648
2023-12-20 22:31:17,4.756258816
2023-12-20 22:32:17,4.710105088
2023-12-20 22:33:17,4.530368512
2023-12-20 22:34:17,4.467355648
2023-12-20 22:35:17,4.467892224
2023-12-20 22:36:17,4.54680576
2023-12-20 22:37:17,5.21979904
2023-12-20 22:38:17,4.826345472
2023-12-20 22:39:17,4.829810688
2023-12-20 22:40:17,4.833046528
2023-12-20 22:41:17,4.83764224
2023-12-20 22:42:17,4.83764224
2023-12-20 22:43:17,4.87006208
2023-12-20 22:44:17,4.870332416
2023-12-20 22:45:17,4.91737088
2023-12-20 22:46:17,5.606998016
2023-12-20 22:47:17,5.73108224
2023-12-20 22:48:17,5.731352576
2023-12-20 22:49:17,5.093986304
2023-12-20 22:50:17,5.095604224
2023-12-20 22:51:17,4.780457984
2023-12-20 22:52:17,4.781531136
2023-12-20 22:53:17,4.783071232
2023-12-20 22:54:17,4.783341568
