,"{container=""istio-proxy""}"
2023-12-20 22:23:17,0.056168448
2023-12-20 22:24:17,0.056336384
2023-12-20 22:25:17,0.056377344
2023-12-20 22:26:17,0.0565248
2023-12-20 22:27:17,0.058372096
2023-12-20 22:28:17,0.058433536
2023-12-20 22:29:17,0.058454016
2023-12-20 22:30:17,0.062353408
2023-12-20 22:31:17,0.0627712
2023-12-20 22:32:17,0.065957888
2023-12-20 22:33:17,0.0658432
2023-12-20 22:34:17,0.065851392
2023-12-20 22:35:17,0.065769472
2023-12-20 22:36:17,0.065773568
2023-12-20 22:37:17,0.066048
2023-12-20 22:38:17,0.0663552
2023-12-20 22:39:17,0.066433024
2023-12-20 22:40:17,0.066433024
2023-12-20 22:41:17,0.066899968
2023-12-20 22:42:17,0.06690816
2023-12-20 22:43:17,0.066965504
2023-12-20 22:44:17,0.066998272
2023-12-20 22:45:17,0.067223552
2023-12-20 22:46:17,0.06713344
2023-12-20 22:47:17,0.066781184
2023-12-20 22:48:17,0.068497408
2023-12-20 22:49:17,0.068497408
2023-12-20 22:50:17,0.068509696
2023-12-20 22:51:17,0.06864896
2023-12-20 22:52:17,0.068517888
2023-12-20 22:53:17,0.068521984
2023-12-20 22:54:17,0.068575232
