,"{container=""coredns""}"
2023-12-20 22:22:17,0.045244416
2023-12-20 22:23:17,0.046362624
2023-12-20 22:24:17,0.045576192
2023-12-20 22:25:17,0.046690304
2023-12-20 22:26:17,0.046764032
2023-12-20 22:27:17,0.0456704
2023-12-20 22:28:17,0.045563904
2023-12-20 22:29:17,0.046678016
2023-12-20 22:30:17,0.046624768
2023-12-20 22:31:17,0.046383104
2023-12-20 22:32:17,0.046538752
2023-12-20 22:33:17,0.045809664
2023-12-20 22:34:17,0.046231552
2023-12-20 22:35:17,0.046678016
2023-12-20 22:36:17,0.04579328
2023-12-20 22:37:17,0.047140864
2023-12-20 22:38:17,0.046034944
2023-12-20 22:39:17,0.046415872
2023-12-20 22:40:17,0.04698112
2023-12-20 22:41:17,0.046350336
2023-12-20 22:42:17,0.04673536
2023-12-20 22:43:17,0.044969984
2023-12-20 22:44:17,0.045133824
2023-12-20 22:45:17,0.04524032
2023-12-20 22:46:17,0.0464896
2023-12-20 22:47:17,0.044965888
2023-12-20 22:48:17,0.046313472
2023-12-20 22:49:17,0.046108672
2023-12-20 22:50:17,0.046444544
2023-12-20 22:51:17,0.04636672
2023-12-20 22:52:17,0.04511744
2023-12-20 22:53:17,0.045842432
2023-12-20 22:54:17,0.045039616
