,"{name=""APIServiceRegistrationController""}","{name=""AvailableConditionController""}","{name=""DiscoveryController""}","{name=""DynamicCABundle-aggregator-proxy-cert""}","{name=""DynamicCABundle-client-ca-bundle""}","{name=""DynamicCABundle-request-header""}","{name=""DynamicCABundle-serving-cert""}","{name=""DynamicClientCertificate""}","{name=""DynamicServingCertificateController""}","{name=""admission_quota_controller""}","{name=""autoregister""}","{name=""cluster_authentication_trust_controller""}","{name=""crdEstablishing""}","{name=""crd_autoregistration_controller""}","{name=""crd_finalizer""}","{name=""crd_naming_condition_controller""}","{name=""crd_openapi_controller""}","{name=""crd_openapi_v3_controller""}","{name=""discovery-manager""}","{name=""kubernetes_api_approval_conformant_condition_controller""}","{name=""legacy_token_tracking_controller""}","{name=""non_structural_schema_condition_controller""}","{name=""open_api_aggregation_controller""}","{name=""open_api_v3_aggregation_controller""}","{name=""priority_and_fairness_config_queue""}"
2023-12-20 22:22:17,0.0,0.7752238888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.025007222222222222,0.0,0.0,0.025007222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.025007222222222222,0.0,0.0,0.0,1.5254405555555555,2.3256716666666666,0.0
2023-12-20 22:23:17,0.0,1.3777777777777775,0.0,0.0,0.0,0.0,0.0,0.0,0.02222222222222222,12.377777777777776,0.0,0.02222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.02222222222222222,0.0,0.0,0.0,1.9777777777777776,3.0,0.0
2023-12-20 22:24:17,0.0,1.3777777777777775,0.0,0.0,0.0,0.0,0.0,0.0,0.02222222222222222,12.71111111111111,0.0,0.02222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.02222222222222222,0.0,0.0,0.0,2.022222222222222,3.0,0.0
2023-12-20 22:25:17,0.6888888888888888,1.3777777777777775,0.6666666666666666,0.0,0.0,0.0,0.0,0.04444444444444444,0.02222222222222222,40.68888888888888,1.3333333333333333,0.02222222222222222,0.0,0.6444444444444444,0.0,0.4,0.4,0.4,0.04444444444444444,0.4,0.0,0.4,1.9777777777777776,2.8,0.0
2023-12-20 22:26:17,0.0,1.3777777777777775,0.0,0.0,0.0,0.0,0.0,0.0,0.02222222222222222,0.7555555555555554,0.0,0.02222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.02222222222222222,0.0,0.0,0.0,2.022222222222222,3.0,0.0
2023-12-20 22:27:17,0.0,1.3777777777777775,0.0,0.0,0.0,0.0,0.0,0.0,0.02222222222222222,0.0,0.0,0.02222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.02222222222222222,0.0,0.0,0.0,2.022222222222222,3.066666666666667,0.0
2023-12-20 22:28:17,0.0,1.3777777777777775,0.0,0.0,0.0,0.0,0.0,0.0,0.02222222222222222,0.0,0.0,0.02222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.02222222222222222,0.0,0.0,0.0,2.022222222222222,3.066666666666667,0.0
2023-12-20 22:29:17,0.0,1.3777777777777775,0.0,0.0,0.0,0.0,0.0,0.0,0.02222222222222222,0.0,0.0,0.02222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.02222222222222222,0.0,0.0,0.0,2.022222222222222,3.066666666666667,0.0
2023-12-20 22:30:17,0.6888888888888888,1.422222222222222,0.6444444444444444,0.0,0.0,0.0,0.0,0.04444444444444444,0.02222222222222222,0.08888888888888888,1.2888888888888888,0.02222222222222222,0.0,0.6,0.0,0.4,0.4,0.4,0.04444444444444444,0.4,0.0,0.4,2.022222222222222,3.066666666666667,0.0
2023-12-20 22:31:17,0.0,1.3777777777777775,0.0,0.0,0.0,0.0,0.0,0.0,0.02222222222222222,0.0,0.0,0.02222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.02222222222222222,0.0,0.0,0.0,2.022222222222222,3.066666666666667,0.0
