,"{container=""discovery""}"
2023-12-21 17:33:19,0.166117376
2023-12-21 17:34:19,1.586929664
2023-12-21 17:35:19,3.92341504
2023-12-21 17:36:19,6.211190784
2023-12-21 17:37:19,7.425671168
2023-12-21 17:38:19,8.542490624
2023-12-21 17:39:19,9.68167424
2023-12-21 17:40:19,10.802868224
2023-12-21 17:41:19,11.42345728
2023-12-21 17:42:19,11.462873088
2023-12-21 17:43:19,11.468136448
2023-12-21 17:44:19,11.462234112
2023-12-21 17:45:19,12.423581696
2023-12-21 17:46:19,13.062078464
2023-12-21 17:47:19,13.410787328
2023-12-21 17:48:19,13.492903936
2023-12-21 17:49:19,13.492957184
2023-12-21 17:50:19,13.396078592
2023-12-21 17:51:19,13.39621376
2023-12-21 17:52:19,13.395849216
2023-12-21 17:53:19,13.396099072
2023-12-21 17:54:19,13.396197376
2023-12-21 17:55:19,13.396086784
2023-12-21 17:56:19,13.395505152
2023-12-21 17:57:19,13.395849216
2023-12-21 17:58:19,13.39635712
2023-12-21 17:59:19,13.395894272
2023-12-21 18:00:19,13.396516864
2023-12-21 18:01:19,13.39654144
2023-12-21 18:02:19,13.39523072
