,"{instance=""52.186.45.168:443"",job=""kubernetes-apiservers""}"
2023-12-21 17:33:19,7.125065728
2023-12-21 17:34:19,6.971674624
2023-12-21 17:35:19,6.754381824
2023-12-21 17:36:19,8.158298112
2023-12-21 17:37:19,7.746883584
2023-12-21 17:38:19,7.664234496
2023-12-21 17:39:19,7.776948224
2023-12-21 17:40:19,7.95428864
2023-12-21 17:41:19,8.1327104
2023-12-21 17:42:19,8.133521408
2023-12-21 17:43:19,7.33519872
2023-12-21 17:44:19,7.444611072
2023-12-21 17:45:19,7.499759616
2023-12-21 17:46:19,7.023116288
2023-12-21 17:47:19,6.48310784
2023-12-21 17:48:19,6.661251072
2023-12-21 17:49:19,6.791442432
2023-12-21 17:50:19,6.791442432
2023-12-21 17:51:19,6.425423872
2023-12-21 17:52:19,6.484045824
2023-12-21 17:53:19,6.429126656
2023-12-21 17:54:19,6.434246656
2023-12-21 17:55:19,6.434246656
2023-12-21 17:56:19,6.435323904
2023-12-21 17:57:19,6.43559424
2023-12-21 17:58:19,6.43991552
2023-12-21 17:59:19,6.587244544
2023-12-21 18:00:19,6.587244544
2023-12-21 18:01:19,6.519980032
2023-12-21 18:02:19,6.519980032
