,"{container=""coredns""}"
2023-12-21 17:33:19,0.090714112
2023-12-21 17:34:19,0.094466048
2023-12-21 17:35:19,0.096825344
2023-12-21 17:36:19,0.094703616
2023-12-21 17:37:19,0.095023104
2023-12-21 17:38:19,0.096796672
2023-12-21 17:39:19,0.097533952
2023-12-21 17:40:19,0.09633792
2023-12-21 17:41:19,0.098349056
2023-12-21 17:42:19,0.098820096
2023-12-21 17:43:19,0.099631104
2023-12-21 17:44:19,0.096497664
2023-12-21 17:45:19,0.098238464
2023-12-21 17:46:19,0.097406976
2023-12-21 17:47:19,0.098172928
2023-12-21 17:48:19,0.097271808
2023-12-21 17:49:19,0.096841728
2023-12-21 17:50:19,0.099180544
2023-12-21 17:51:19,0.09906176
2023-12-21 17:52:19,0.099221504
2023-12-21 17:53:19,0.097333248
2023-12-21 17:54:19,0.098861056
2023-12-21 17:55:19,0.098988032
2023-12-21 17:56:19,0.097759232
2023-12-21 17:57:19,0.098992128
2023-12-21 17:58:19,0.100032512
2023-12-21 17:59:19,0.098045952
2023-12-21 18:00:19,0.09981952
2023-12-21 18:01:19,0.096690176
2023-12-21 18:02:19,0.098336768
