,"{container=""coredns"",pod=""coredns-6c6c58959d-2kvqn""}","{container=""coredns"",pod=""coredns-6c6c58959d-5ndxq""}"
2023-08-16 16:18:41,1000.0,
2023-08-16 16:19:41,1000.0,1000.0
2023-08-16 16:20:41,,1000.0
2023-08-16 16:21:41,1000.0,1000.0
